dteday,instant,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count
2011-12-01,7905,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20
2011-12-01,7906,4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10
2011-12-01,7907,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9
2011-12-01,7908,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7
2011-12-01,7909,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1
2011-12-01,7910,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24
2011-12-01,7911,4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97
2011-12-01,7912,4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276
2011-12-01,7913,4,0,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477
2011-12-01,7914,4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224
2011-12-01,7915,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93
2011-12-01,7916,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102
2011-12-01,7917,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148
2011-12-01,7918,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154
2011-12-01,7919,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150
2011-12-01,7920,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154
2011-12-01,7921,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201
2011-12-01,7922,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418
2011-12-01,7923,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405
2011-12-01,7924,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228
2011-12-01,7925,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190
2011-12-01,7926,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162
2011-12-01,7927,4,0,12,22,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,104
2011-12-01,7928,4,0,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73
2011-12-02,7929,4,0,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,38
2011-12-02,7930,4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0.0,1,14,15
2011-12-02,7931,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,10
2011-12-02,7932,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,0,1,1
2011-12-02,7933,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,0,3,3
2011-12-02,7934,4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23
2011-12-02,7935,4,0,12,6,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,87
2011-12-02,7936,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205
2011-12-02,7937,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,445
2011-12-02,7938,4,0,12,9,0,5,1,1,0.28,0.3182,0.81,0.0,12,234,246
2011-12-02,7939,4,0,12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,105
2011-12-02,7940,4,0,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160
2011-12-02,7941,4,0,12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,204
2011-12-02,7942,4,0,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,207
2011-12-02,7943,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170
2011-12-02,7944,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,199
2011-12-02,7945,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276
2011-12-02,7946,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411
2011-12-02,7947,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372
