dteday,instant,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count
2011-11-01,7186,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,3,18,21
2011-11-01,7187,4,0,11,1,0,2,1,1,0.36,0.3485,0.81,0.1343,3,8,11
2011-11-01,7188,4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642,1,3,4
2011-11-01,7189,4,0,11,3,0,2,1,2,0.36,0.3485,0.81,0.1343,1,5,6
2011-11-01,7190,4,0,11,4,0,2,1,1,0.34,0.3182,0.81,0.2239,1,7,8
2011-11-01,7191,4,0,11,5,0,2,1,1,0.32,0.3182,0.81,0.194,0,18,18
2011-11-01,7192,4,0,11,6,0,2,1,1,0.32,0.3182,0.81,0.194,3,90,93
2011-11-01,7193,4,0,11,7,0,2,1,1,0.34,0.3333,0.76,0.194,8,246,254
2011-11-01,7194,4,0,11,8,0,2,1,1,0.36,0.3333,0.71,0.2537,17,402,419
2011-11-01,7195,4,0,11,9,0,2,1,1,0.4,0.4091,0.66,0.1642,16,206,222
2011-11-01,7196,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,21,114,135
2011-11-01,7197,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,16,101,117
2011-11-01,7198,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,23,153,176
2011-11-01,7199,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.194,20,147,167
2011-11-01,7200,4,0,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,32,118,150
2011-11-01,7201,4,0,11,15,0,2,1,1,0.5,0.4848,0.45,0.1343,38,148,186
2011-11-01,7202,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,46,252,298
2011-11-01,7203,4,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,36,470,506
2011-11-01,7204,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,39,421,460
2011-11-01,7205,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,39,274,313
2011-11-01,7206,4,0,11,20,0,2,1,1,0.4,0.4091,0.71,0.0,18,191,209
2011-11-01,7207,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0.0,13,114,127
2011-11-01,7208,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0.0,5,91,96
2011-11-01,7209,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0.0,11,61,72
2011-11-02,7210,4,0,11,0,0,3,1,1,0.32,0.3485,0.87,0.0,0,19,19
2011-11-02,7211,4,0,11,1,0,3,1,1,0.3,0.3333,0.87,0.0,2,8,10
2011-11-02,7212,4,0,11,2,0,3,1,1,0.3,0.3333,0.87,0.0,0,2,2
2011-11-02,7213,4,0,11,3,0,3,1,1,0.3,0.3333,0.75,0.0,0,2,2
2011-11-02,7214,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,0,4,4
2011-11-02,7215,4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0.0,0,27,27
2011-11-02,7216,4,0,11,6,0,3,1,1,0.3,0.3333,0.81,0.0,1,91,92
2011-11-02,7217,4,0,11,7,0,3,1,1,0.3,0.3333,0.81,0.0,11,240,251
2011-11-02,7218,4,0,11,8,0,3,1,1,0.32,0.3485,0.87,0.0,20,452,472
2011-11-02,7219,4,0,11,9,0,3,1,1,0.34,0.3636,0.87,0.0,15,213,228
2011-11-02,7220,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,25,108,133
2011-11-02,7221,4,0,11,11,0,3,1,1,0.42,0.4242,0.71,0.1343,27,117,144
2011-11-02,7222,4,0,11,12,0,3,1,1,0.46,0.4545,0.55,0.1642,32,157,189
2011-11-02,7223,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,22,139,161
2011-11-02,7224,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642,40,132,172
2011-11-02,7225,4,0,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,26,161,187
2011-11-02,7226,4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,35,231,266
2011-11-02,7227,4,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,30,523,553
2011-11-02,7228,4,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,31,448,479
2011-11-02,7229,4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,25,257,282
2011-11-02,7230,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,5,177,182
2011-11-02,7231,4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,13,155,168
2011-11-02,7232,4,0,11,22,0,3,1,1,0.36,0.3485,0.71,0.1343,7,99,106
2011-11-02,7233,4,0,11,23,0,3,1,1,0.36,0.3636,0.76,0.0896,3,54,57
2011-11-03,7234,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,3,28,31
2011-11-03,7235,4,0,11,1,0,4,1,1,0.34,0.3333,0.81,0.1343,3,12,15
2011-11-03,7236,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,2,5,7
2011-11-03,7237,4,0,11,3,0,4,1,1,0.34,0.3333,0.81,0.1343,1,4,5
2011-11-03,7238,4,0,11,4,0,4,1,1,0.32,0.3333,0.81,0.0896,1,3,4
2011-11-03,7239,4,0,11,5,0,4,1,1,0.32,0.3333,0.81,0.1343,1,27,28
2011-11-03,7240,4,0,11,6,0,4,1,1,0.34,0.3333,0.76,0.194,3,96,99
2011-11-03,7241,4,0,11,7,0,4,1,2,0.32,0.3333,0.81,0.0896,12,280,292
2011-11-03,7242,4,0,11,8,0,4,1,2,0.34,0.3485,0.81,0.0896,8,394,402
2011-11-03,7243,4,0,11,9,0,4,1,2,0.36,0.3485,0.81,0.194,9,155,164
2011-11-03,7244,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.194,12,98,110
2011-11-03,7245,4,0,11,11,0,4,1,1,0.44,0.4394,0.67,0.194,12,108,120
2011-11-03,7246,4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.194,17,162,179
2011-11-03,7247,4,0,11,13,0,4,1,2,0.52,0.5,0.48,0.2537,19,150,169
2011-11-03,7248,4,0,11,14,0,4,1,1,0.52,0.5,0.52,0.1642,32,120,152
2011-11-03,7249,4,0,11,15,0,4,1,1,0.52,0.5,0.52,0.1642,24,138,162
2011-11-03,7250,4,0,11,16,0,4,1,1,0.52,0.5,0.48,0.194,33,234,267
2011-11-03,7251,4,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,33,465,498
2011-11-03,7252,4,0,11,18,0,4,1,1,0.46,0.4545,0.63,0.1343,24,409,433
2011-11-03,7253,4,0,11,19,0,4,1,1,0.44,0.4394,0.67,0.0896,18,234,252
2011-11-03,7254,4,0,11,20,0,4,1,1,0.42,0.4242,0.71,0.1045,11,198,209
2011-11-03,7255,4,0,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,4,140,144
2011-11-03,7256,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0.0,21,116,137
