dteday,instant,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count
2011-03-01,1338,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7
2011-03-01,1339,1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,0,3,3
2011-03-01,1340,1,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,0,4,4
2011-03-01,1341,1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2,2
2011-03-01,1342,1,0,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537,0,1,1
2011-03-01,1343,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2
2011-03-01,1344,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46,46
2011-03-01,1345,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105,107
2011-03-01,1346,1,0,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881,10,204,214
2011-03-01,1347,1,0,3,9,0,2,1,1,0.22,0.197,0.55,0.4179,8,116,124
2011-03-01,1348,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,13,55,68
2011-03-01,1349,1,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56
2011-03-01,1350,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,6,80,86
2011-03-01,1351,1,0,3,13,0,2,1,1,0.32,0.3485,0.39,0.0,13,65,78
2011-03-01,1352,1,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79
2011-03-01,1353,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0.0,7,57,64
2011-03-01,1354,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,10,92,102
2011-03-01,1355,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242
2011-03-01,1356,1,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224
2011-03-01,1357,1,0,3,19,0,2,1,1,0.3,0.303,0.49,0.1343,4,115,119
2011-03-01,1358,1,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,88
2011-03-01,1359,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0.0,8,55,63
2011-03-01,1360,1,0,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045,3,44,47
2011-03-01,1361,1,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,2,23,25
2011-03-02,1362,1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,8
2011-03-02,1363,1,0,3,1,0,3,1,1,0.22,0.2273,0.69,0.194,0,4,4
2011-03-02,1364,1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,0,2,2
2011-03-02,1365,1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,3,1,4
2011-03-02,1366,1,0,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1,0,1
2011-03-02,1367,1,0,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5,5
2011-03-02,1368,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40
